Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
Keller,Storbritannien,England,Industri,Byggnation & Infrastruktur,KLR,0.15199995,-14.51906013,0.231507406,1.210242987
Kenmare Resources,Storbritannien,England,Material,Gruv - Industrimetaller,KMR,0.034825802,6.316429138,1.182585001,0.332247794
Keystone Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,KIT,-0.117410841,109.0278015,35.15322876,0.720924675
Keystone Law,Storbritannien,England,Industri,Affärskonsulter,KEYS,0.114942551,37.36518097,3.316564083,9.888996124
Keywords Studios,Storbritannien,England,Informationsteknik,IT-Konsulter,KWS,0.393939362,107.6023026,3.598123074,5.178359985
Kier Group,Storbritannien,England,Industri,Byggnation & Infrastruktur,KIE,-0.783386917,-0.913408518,0.046103571,0.452445805
Bidstack Group,Storbritannien,England,Informationsteknik,Affärs- & IT-System,BIDS,-0.355263176,-1.493901968,34.53005981,1.86323595
Kingfisher,Storbritannien,England,Sällanköpsvaror,Möbler & Inredning,KGF,-0.318998699,21.24832916,0.289438486,0.526507497
Kings Arms Yard,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,KAY,-0.018604696,21.97916985,14.87236977,0.936595798
Koovs,Storbritannien,England,Informationsteknik,Internettjänster,KOOV,-0.642458115,-0.594795525,1.741881013,0.771536589
Kromek,Storbritannien,England,Industri,Industrimaskiner,KMK,-0.294117622,-94.73683929,3.837569952,1.051303983
KSK Power Ventur,Storbritannien,England,Kraftförsörjning,Elförsörjning,KSK,-0.956310654,-0.065808713,0.009307143,0.149245098
Sureserve Group,Storbritannien,England,Industri,Byggnation & Infrastruktur,SUR,0.35779808,14.01515007,0.277321994,1.32782197
Lamprell,Storbritannien,England,Energi,Olja & Gas - Service,LAM,-0.614545479,-0.913793087,0.496177286,0.26785779
Lancashire,Storbritannien,England,Finans & Fastighet,Försäkring,LRE,0.071865439,16.08905029,3.804656029,1.570186019
Land Securities,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,LAND,-0.144094172,-18.52029991,7.64262104,0.595177591
James Latham,Storbritannien,England,Material,Skogsbolag,LTHM,0.081632614,13.24337959,0.652200103,1.621317029
Law Debenture,Storbritannien,England,Finans & Fastighet,Kredit & Finansiering,LWDB,-0.030927896,5.129603863,4.005273819,0.861555099
Leaf Clean Energy,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LEAF,3.380548096,0.200780094,0.150965095,0.157492593
Learning Technologies,Storbritannien,England,Industri,Utbildning,LTG,0.959420319,95.21127319,7.35748291,5.226038933
Leeds,Storbritannien,England,Sällanköpsvaror,Möbler & Inredning,LDSG,-0.42,-1.345082998,0.1042751,0.244432405
Legal & General,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LGEN,-0.178158817,7.262845993,0.196951404,1.404247999
Lekoil,Storbritannien,England,Energi,Olja & Gas - Exploatering,LEK,-0.831349182,-0.817307711,0.238336295,0.062674597
Lidco,Storbritannien,England,Hälsovård,Medicinsk Utrustning,LID,0.575342522,-9.274193764,1.952177048,2.428235054
Lightwaverf,Storbritannien,England,Sällanköpsvaror,Hemelektronik,LWRF,-0.932681885,-0.178160906,0.182955995,0.217970297
Limitless Earth,Storbritannien,England,Finans & Fastighet,Fondförvaltning,LME,1.037617416,-260,256.0844116,3.957547903
Liontrust Asset Management,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LIO,0.605911255,27.40262985,4.77293396,9.356808662
Live Company,Storbritannien,England,Sällanköpsvaror,Marknadsföring,LVCG,-0.784000015,-2.25,2.334191084,0.821838617
Livermore Investments,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LIV,0.037974596,11.48458958,4.903954029,0.497290909
Lloyds Banking,Storbritannien,England,Finans & Fastighet,Banker,LLOY,-0.319217739,12.20870018,1.749963999,0.619837821
LMS Capital,Storbritannien,England,Finans & Fastighet,Fondförvaltning,LMS,-0.266811256,-5.878261089,-7.982989788,0.461353987
Local Shopping,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,LSR,0.016129017,-13.46154022,9.097851753,0.994101584
Location Sciences,Storbritannien,England,Informationsteknik,Affärs- & IT-System,LSAI,-0.57209301,-1.735849023,3.247206926,0.977680922
Lokn Store,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,LOK,0.2338624,50.69564819,10.1754303,1.472144961
London and Associated Properties,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,LAS,-0.148936157,-3.745317936,0.29094851,0.408869803
London Finance and Investment,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LFI,-0.025316477,7.825202942,11.55278015,0.614163876
London Security,Storbritannien,England,Informationsteknik,Säkerhet & Bevakning,LSC,0.223958244,17.68911934,2.018927097,2.46153903
London Stock Exchange,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LSE,0.518015137,59.56150055,10.64218044,7.127641201
Londonmetric Property,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,LMP,0.049401879,45.04463959,17.4716301,1.160727978
Lookers,Storbritannien,England,Sällanköpsvaror,Bil & Motor,LOOK,-0.768339767,3.883495092,0.0188754,0.241900399
Loopup,Storbritannien,England,Informationsteknik,Affärs- & IT-System,LOOP,-0.855319138,49.03845978,0.632422388,0.474831104
Low & Bonar,Storbritannien,England,Industri,Byggmaterial,LWB,-0.430365334,-0.648473024,0.179451704,0.588356316
Lowland Investment,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,LWI,-0.148775873,-8.142970085,-9.128724098,0.791155815
LPA Group,Storbritannien,England,Industri,Elektroniska komponenter,LPA,-0.085714283,-228.5713959,0.622120082,0.986033082
LSL Property Services,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,LSL,0.116731529,22.81398964,0.947189629,2.086484909
Luceco,Storbritannien,England,Industri,Elektroniska komponenter,LUCE,0.647819061,16.31999969,0.956361473,3.933237076
LXI REIT,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,LXI,-0.010526299,9.799518585,21.1498909,1.022281051
M&C Saatchi,Storbritannien,England,Sällanköpsvaror,Marknadsföring,SAA,-0.780821915,7.346189022,0.168844804,0.998602688
M Winkworth,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,WINK,0.267281055,15.10988998,2.963464975,3.778193951
MP Evans,Storbritannien,England,Dagligvaror,Jordbruk,MPE,-0.057101011,-990.7692261,4.42098093,1.21597302
Macau Property,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MPO,-0.317692928,-2.920022964,15.11384964,0.722465694
Macfarlane,Storbritannien,England,Material,Förpackning,MACF,0.008785605,15.84416008,0.683371902,2.223505974
Maestrano,Storbritannien,England,Informationsteknik,Affärs- & IT-System,MNO,-0.188679218,-0.641790986,1.900670052,0.691055477
Maintel,Storbritannien,England,Telekommunikation,Bredband & Telefoni,MAI,-0.598095284,7.870197773,0.224575803,1.399574995
Majedie Investments,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MAJE,-0.208872375,-6.907681942,-8.543815613,0.73215872
Majestic Wine,Storbritannien,England,Dagligvaror,Livsmedelsbutiker,WINE,-0.231034508,-13.40143967,0.851545572,1.557957053
Malvern International,Storbritannien,England,Sällanköpsvaror,Konsumentservice,MLVN,-0.907894745,-0.546875,0.108828403,0.191335499
Man Group,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,EMG,-0.18011261,7.539681911,2.164455891,1.345584035
Management Consulting,Storbritannien,England,Industri,Affärskonsulter,MMC,-0.414893646,-3.142857075,0.525278986,-9.252253532
Management Resource Solutions,Storbritannien,England,Industri,Affärskonsulter,MRS,-0.66,1.795775056,0.129157498,0.61416918
Manchester & London Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MNL,0.146496773,9.19148922,8.559055328,0.949599385
Manx Financial,Storbritannien,England,Finans & Fastighet,Kredit & Finansiering,MFX,-0.028571427,5.902778149,0.534265578,0.530981481
Marechale Capital,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MAC,-0.220000038,-2.599999905,0.820710182,4.351192951
Marks & Spencer,Storbritannien,England,Sällanköpsvaror,Detaljhandel,MKS,-0.513946533,44.46551895,0.2448183,0.8076967
Marlowe,Storbritannien,England,Industri,Affärskonsulter,MRL,0.245714302,235.675705,1.239925981,2.065263033
Marshalls,Storbritannien,England,Industri,Byggmaterial,MSLH,0.255045891,24.41113091,2.59761095,4.937141895
Marstons,Storbritannien,England,Sällanköpsvaror,Restaurang & Café,MARS,-0.280264492,-24.91197014,0.382297188,0.553107798
Martin Currie Global Portfolio,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MNP,0.106508846,6.646918774,6.085783005,0.938081682
Matomy Media,Storbritannien,England,Sällanköpsvaror,Marknadsföring,MTMY,-0.429133911,-0.288652986,0.077070437,0.735799491
Mattioli Woods,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MTW,0.026058555,24.85795021,3.546998024,2.427401066
Maven Income & Growth 4,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MAV4,0.007633686,53.225811,18.24715042,0.901473522
Maven Income & Growth 5,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MIG5,-0.057803392,24.51128006,20.88174057,0.86804992
Maven Income & Growth 6,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MIG6,-0.090384598,-19.79079056,-87.27535248,0.896442294
Maven Income & Growth,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MIG1,0.013953447,19.81818008,16.67544937,0.899329424
MaxCyte,Storbritannien,England,Hälsovård,Biotech,MXCT,-0.189189186,-7.594936848,6.035102844,6.797396183
Attis Oil & Gas,Storbritannien,England,Industri,Affärskonsulter,AOGL,-0.5625,-0.4375,15.38733006,0.961743176
Mcbride,Storbritannien,England,Sällanköpsvaror,Hemelektronik,MCB,-0.363992157,18.30986023,0.169137195,1.95104897
Mccarthy & Stone,Storbritannien,England,Industri,Bostadsbyggnation,MCS,-0.055776954,18.1470108,0.878255725,0.82800442
Mccolls Retail,Storbritannien,England,Dagligvaror,Livsmedelsbutiker,MCLS,-0.722222214,-0.288115203,0.022685271,0.715027511
McKay Securities,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,MCKS,0.083333254,20.48856926,8.830350876,0.780706525
Mears,Storbritannien,England,Industri,Stödtjänster & Service,MER,-0.068965554,12.52318954,0.325916111,1.459861994
Medaphor,Storbritannien,England,Industri,Utbildning,MED,0.851851807,-4.416961193,3.313780069,2.648818016
Mediazest,Storbritannien,England,Sällanköpsvaror,Marknadsföring,MDZ,-0.666666641,-1,0.172611296,0.263642401
Medica Group,Storbritannien,England,Hälsovård,Medicinsk Utrustning,MGP,0.045918345,17.87791061,3.226695061,4.187860966
Mediclinic International,Storbritannien,England,Hälsovård,Sjukhus & Vårdhem,MDC,0.065038085,19.64307022,0.808799803,0.742998302
Meggitt,Storbritannien,England,Industri,Industrimaskiner,MGGT,-0.125192642,16.0324707,1.551434994,1.437389016
Melrose Industries,Storbritannien,England,Industri,Installation & VVS,MRO,-0.065241518,177.210495,0.745771229,1.086892962
Menhaden Capital,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MHN,0.198653221,10.37296009,8.34309864,0.87531662
John Menzies,Storbritannien,England,Industri,Flygtransport,MNZS,-0.635596352,96.40776825,0.127395794,1.86994195
Merchants,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MRCH,-0.16460907,-16.02210045,-25.39946938,0.783513784
Mercia Technologies,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MERC,-0.486842079,21.42856979,5.405354023,0.460501194
Merlin Entertainment,Storbritannien,England,Sällanköpsvaror,Resor & Nöjen,MERL,0.353781929,21.0853405,2.672463894,2.821475029
Metal Tiger,Storbritannien,England,Industri,Affärskonsulter,MTR,-0.038461566,2.77777791,-5.715898037,0.732106924
Metals Exploration,Storbritannien,England,Material,Gruv - Guld & Silver,MTL,0.161290283,-0.110769197,0.269551992,-0.49043569
Metro Bank,Storbritannien,England,Finans & Fastighet,Banker,MTRO,-0.877606812,-0.867107987,0.373151213,0.1169663
Mi-Pay,Storbritannien,England,Informationsteknik,Betalning & E-handel,MPAY,-0.876288681,-2.9268291,0.159015894,2.45993495
Michelmersh Brick,Storbritannien,England,Industri,Byggmaterial,MBH,0.365714302,18.73040962,2.194808006,1.59186399
Micro Focus International,Storbritannien,England,Informationsteknik,Affärs- & IT-System,MCRO,-0.682439041,-155.8244934,0.755047321,0.402900398
Aptitude Software Group,Storbritannien,England,Informationsteknik,Affärs- & IT-System,APTD,0.154047012,39.21916962,4.287436008,2.700508118
Mid Wynd International,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MWY,0.082587004,4.176262856,4.461568832,0.936150789
Midatech Pharma,Storbritannien,England,Hälsovård,Biotech,MTPH,-0.686956558,-0.197520003,4.002824783,0.297721386
Millennium And Copthorne Hotels,Storbritannien,England,Sällanköpsvaror,Hotell & Camping,MLC,0.352362137,51.92744064,2.238032103,0.805529773
Minds Machs,Storbritannien,England,Informationsteknik,Internettjänster,MMX,0.20168066,20.42856979,5.708505154,1.108564973
Mineral & Financial Investments,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MAFL,0.120689631,1.695652008,1.541604042,0.637230992
Mirada,Storbritannien,England,Sällanköpsvaror,Media & Publicering,MIRA,0.928571472,-29.60526085,1.166586995,1.471904039
Mirriad Advertising,Storbritannien,England,Informationsteknik,Affärs- & IT-System,MIRI,-0.275000038,-0.533088207,10.97743034,0.932628512
Mitchells & Butlers,Storbritannien,England,Sällanköpsvaror,Restaurang & Café,MAB,0.024766684,8.565856934,0.546977878,0.628448725
Mitie,Storbritannien,England,Industri,Affärskonsulter,MTO,-0.062937021,18.71508026,0.217116505,12.67074013
Miton Global Opportunities,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MIGO,-0.077946844,132.5137024,42.41482162,0.890897274
Miton Group,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MGR,-0.092233,12.80821991,2.561512947,1.56023097
Miton UK Microcap,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MINI,-0.221915245,-3.806305885,-3.969500065,0.863666713
Mobeus Income & Growth 2,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MIG,-0.099415245,7.347328186,5.652609825,0.856982112
Mobeus Income & Growth 4,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MIG4,-0.132450342,7.537398815,5.796179771,0.744189799
Mobeus Income & Growth,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MIX,-0.028455257,5.927578926,4.912229061,0.81849879
Mobile Streams,Storbritannien,England,Telekommunikation,Bredband & Telefoni,MOS,-0.758620682,-0.138613895,0.04630778,0.351754397
Mobile Tornado,Storbritannien,England,Informationsteknik,Affärs- & IT-System,MBT,-0.44,-7.823528767,2.873425007,-0.694303811
MobilityOne,Storbritannien,England,Informationsteknik,Betalning & E-handel,MBO,0,6.914894104,0.02351963,2.874135017
Modern Water,Storbritannien,England,Industri,Energi & Återvinning,MWG,-0.897520676,-0.306930691,0.164056107,0.540212512
Mondi,Storbritannien,England,Material,Förpackning,MNDI,-0.169800587,10.29026985,1.151906967,2.085196018
Moneysupermarket.com,Storbritannien,England,Informationsteknik,Internettjänster,MONY,-0.117373581,17.17354012,4.197011948,8.179225922
Monks Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MNKS,0.038318872,7.521490097,7.045121193,0.972705007
Montanaro European Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MTE,0.045977116,20.45402908,15.25170994,0.831734002
Montanaro UK Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MTU,0.071191549,-62.0879097,-289.6465149,0.874745309
Morgan Advanced Materials,Storbritannien,England,Industri,Industrimaskiner,MGAM,-0.03714937,10.15188026,0.69065249,2.677649975
Morgan Sindall,Storbritannien,England,Industri,Byggnation & Infrastruktur,MGNS,0.301684494,11.10239983,0.251792401,1.948915958
VM Morrison Supermarkets,Storbritannien,England,Dagligvaror,Livsmedelsbutiker,MRW,-0.213650532,14.23913002,0.238915697,0.97733748
Morses Club,Storbritannien,England,Finans & Fastighet,Kredit & Finansiering,MCL,-0.57,7.377450943,0.783069909,1.400889039
Mortgage Advice Bureau,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MAB1,0.064236045,23.89863968,2.479837894,14.5103302
Mosman Oil & Gas,Storbritannien,England,Energi,Olja & Gas - Exploatering,MSMN,-0.583333359,-0.909090877,1.448349953,0.242947504
Moss Bros,Storbritannien,England,Sällanköpsvaror,Kläder & Skor,MOSB,-0.427975006,-3.254157066,0.106302798,0.522220016
Mothercare,Storbritannien,England,Sällanköpsvaror,Kläder & Skor,MTC,-0.329411736,-0.524620414,0.043010369,-0.313173592
Motorpoint,Storbritannien,England,Sällanköpsvaror,Bil & Motor,MOTR,0.282051201,14.97902966,0.213357404,13.04668045
Mountfield,Storbritannien,England,Industri,Byggnation & Infrastruktur,MOGP,-0.066666603,5.185184956,0.215835005,0.539797008
Mountview Estates,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,MTVW,0.162790661,15.0094099,6.72932291,1.175487041
Mpac Group,Storbritannien,England,Industri,Industrimaskiner,MPAC,0.714754105,8.84940815,0.583795786,1.091390967
Mporium,Storbritannien,England,Informationsteknik,Affärs- & IT-System,MPM,-0.899598389,-0.211864397,0.223538697,6.636165142
MS International,Storbritannien,England,Industri,Industrimaskiner,MSI,-0.351598206,26.44319916,0.3245579,0.706948519
MTI Wireless Edge,Storbritannien,England,Informationsteknik,Kommunikation,MWE,0.75,14.22764015,1.018813014,1.82069397
Mulberry,Storbritannien,England,Sällanköpsvaror,Kläder & Skor,MUL,-0.318936882,-15.4600296,0.738349319,1.680156946
Murgitroyd,Storbritannien,England,Industri,Affärskonsulter,MUR,0.459694862,20.33383942,1.258427024,1.762267947
Murray Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MUT,-0.002610981,3.596478939,3.469789982,0.805568576
Murray International,Storbritannien,England,Finans & Fastighet,Fondförvaltning,MYI,-0.150427399,7.411826134,6.697927952,0.835291922
MXC Capital,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,MXCP,-0.2810219,3.422516108,10.16512966,0.501837313
